Date,Year,Team,Opponent,Win,Home,Star,Foreign,ball,OPS,BA,RBI,R,ERA,K,WHIP
2020/8/4,2020,統一7-ELEVEn獅,中信兄弟,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/5,2020,統一7-ELEVEn獅,中信兄弟,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/7,2020,統一7-ELEVEn獅,富邦悍將,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/8,2020,統一7-ELEVEn獅,富邦悍將,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/9,2020,統一7-ELEVEn獅,富邦悍將,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/12,2020,統一7-ELEVEn獅,中信兄弟,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/13,2020,統一7-ELEVEn獅,中信兄弟,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/14,2020,統一7-ELEVEn獅,富邦悍將,0,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/15,2020,統一7-ELEVEn獅,富邦悍將,0,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/16,2020,統一7-ELEVEn獅,富邦悍將,0,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/19,2020,統一7-ELEVEn獅,樂天桃猿,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/20,2020,統一7-ELEVEn獅,樂天桃猿,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/21,2020,統一7-ELEVEn獅,中信兄弟,NA,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/22,2020,統一7-ELEVEn獅,中信兄弟,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/23,2020,統一7-ELEVEn獅,中信兄弟,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/26,2020,統一7-ELEVEn獅,富邦悍將,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/28,2020,統一7-ELEVEn獅,樂天桃猿,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/29,2020,統一7-ELEVEn獅,樂天桃猿,0,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/8/30,2020,統一7-ELEVEn獅,樂天桃猿,0,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/2,2020,統一7-ELEVEn獅,中信兄弟,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/3,2020,統一7-ELEVEn獅,中信兄弟,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/4,2020,統一7-ELEVEn獅,樂天桃猿,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/5,2020,統一7-ELEVEn獅,樂天桃猿,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/6,2020,統一7-ELEVEn獅,樂天桃猿,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/8,2020,統一7-ELEVEn獅,富邦悍將,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/9,2020,統一7-ELEVEn獅,富邦悍將,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/11,2020,統一7-ELEVEn獅,中信兄弟,0,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/13,2020,統一7-ELEVEn獅,中信兄弟,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/15,2020,統一7-ELEVEn獅,樂天桃猿,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/16,2020,統一7-ELEVEn獅,樂天桃猿,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/18,2020,統一7-ELEVEn獅,富邦悍將,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/19,2020,統一7-ELEVEn獅,富邦悍將,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/20,2020,統一7-ELEVEn獅,富邦悍將,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/22,2020,統一7-ELEVEn獅,樂天桃猿,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/23,2020,統一7-ELEVEn獅,樂天桃猿,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/25,2020,統一7-ELEVEn獅,富邦悍將,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/26,2020,統一7-ELEVEn獅,富邦悍將,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/27,2020,統一7-ELEVEn獅,富邦悍將,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/29,2020,統一7-ELEVEn獅,中信兄弟,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/9/30,2020,統一7-ELEVEn獅,中信兄弟,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/2,2020,統一7-ELEVEn獅,樂天桃猿,0,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/3,2020,統一7-ELEVEn獅,樂天桃猿,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/4,2020,統一7-ELEVEn獅,樂天桃猿,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/6,2020,統一7-ELEVEn獅,富邦悍將,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/7,2020,統一7-ELEVEn獅,富邦悍將,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/9,2020,統一7-ELEVEn獅,中信兄弟,0,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/10,2020,統一7-ELEVEn獅,中信兄弟,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/11,2020,統一7-ELEVEn獅,中信兄弟,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/13,2020,統一7-ELEVEn獅,樂天桃猿,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/14,2020,統一7-ELEVEn獅,樂天桃猿,0,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/16,2020,統一7-ELEVEn獅,富邦悍將,0,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/23,2020,統一7-ELEVEn獅,富邦悍將,1,0,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2020/10/24,2020,統一7-ELEVEn獅,中信兄弟,1,1,8,1,0,0.943040193,0.333115756,70.8488746,73.79099678,2.528292058,49.82578992,1.253919727
2019/3/23,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/3/24,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/3/28,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/3/29,2019,統一7-ELEVEn獅,Lamigo,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/3/30,2019,統一7-ELEVEn獅,Lamigo,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/3/31,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/3,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/4,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/5,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/6,2019,統一7-ELEVEn獅,富邦悍將,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/7,2019,統一7-ELEVEn獅,富邦悍將,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/9,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/10,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/12,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/13,2019,統一7-ELEVEn獅,中信兄弟,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/14,2019,統一7-ELEVEn獅,中信兄弟,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/17,2019,統一7-ELEVEn獅,Lamigo,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/18,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/20,2019,統一7-ELEVEn獅,中信兄弟,NA,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/20,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/21,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/23,2019,統一7-ELEVEn獅,富邦悍將,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/24,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/26,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/27,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/4/28,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/1,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/2,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/3,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/4,2019,統一7-ELEVEn獅,富邦悍將,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/5,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/10,2019,統一7-ELEVEn獅,富邦悍將,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/11,2019,統一7-ELEVEn獅,富邦悍將,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/12,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/14,2019,統一7-ELEVEn獅,中信兄弟,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/15,2019,統一7-ELEVEn獅,中信兄弟,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/18,2019,統一7-ELEVEn獅,Lamigo,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/19,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/21,2019,統一7-ELEVEn獅,富邦悍將,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/22,2019,統一7-ELEVEn獅,富邦悍將,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/24,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/25,2019,統一7-ELEVEn獅,中信兄弟,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/26,2019,統一7-ELEVEn獅,中信兄弟,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/29,2019,統一7-ELEVEn獅,富邦悍將,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/30,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/5/31,2019,統一7-ELEVEn獅,中信兄弟,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/1,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/2,2019,統一7-ELEVEn獅,中信兄弟,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/5,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/7,2019,統一7-ELEVEn獅,富邦悍將,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/8,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/9,2019,統一7-ELEVEn獅,富邦悍將,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/12,2019,統一7-ELEVEn獅,中信兄弟,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/14,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/15,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/16,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/18,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/22,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/25,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/6/26,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/5,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/6,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/7,2019,統一7-ELEVEn獅,Lamigo,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/9,2019,統一7-ELEVEn獅,中信兄弟,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/11,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/12,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/13,2019,統一7-ELEVEn獅,富邦悍將,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/14,2019,統一7-ELEVEn獅,富邦悍將,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/17,2019,統一7-ELEVEn獅,Lamigo,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/19,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/20,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/21,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/24,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/25,2019,統一7-ELEVEn獅,富邦悍將,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/30,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/7/31,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/3,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/4,2019,統一7-ELEVEn獅,中信兄弟,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/4,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/7,2019,統一7-ELEVEn獅,富邦悍將,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/8,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/9,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/10,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/11,2019,統一7-ELEVEn獅,Lamigo,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/13,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/14,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/16,2019,統一7-ELEVEn獅,富邦悍將,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/17,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/18,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/20,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/21,2019,統一7-ELEVEn獅,Lamigo,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/22,2019,統一7-ELEVEn獅,Lamigo,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/23,2019,統一7-ELEVEn獅,富邦悍將,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/24,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/25,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/28,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/29,2019,統一7-ELEVEn獅,中信兄弟,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/30,2019,統一7-ELEVEn獅,Lamigo,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/8/31,2019,統一7-ELEVEn獅,Lamigo,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/1,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/3,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/4,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/6,2019,統一7-ELEVEn獅,中信兄弟,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/7,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/8,2019,統一7-ELEVEn獅,中信兄弟,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/10,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/11,2019,統一7-ELEVEn獅,富邦悍將,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/13,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/14,2019,統一7-ELEVEn獅,中信兄弟,1,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/15,2019,統一7-ELEVEn獅,中信兄弟,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/18,2019,統一7-ELEVEn獅,Lamigo,NA,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/19,2019,統一7-ELEVEn獅,Lamigo,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/22,2019,統一7-ELEVEn獅,富邦悍將,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/22,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/25,2019,統一7-ELEVEn獅,中信兄弟,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/26,2019,統一7-ELEVEn獅,中信兄弟,1,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/27,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/28,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/9/29,2019,統一7-ELEVEn獅,Lamigo,0,1,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2019/10/3,2019,統一7-ELEVEn獅,富邦悍將,0,0,4,0,0,0.888639175,0.304041237,60.96907216,55.54639175,3.02,55,1.45
2018/3/25,2018,統一7-ELEVEn獅,富邦悍將,1,1,9,1,0,0.850777444,0.316917293,53.94285714,60.50225564,3.106023739,115.379822,1.304540059
2018/3/28,2018,統一7-ELEVEn獅,中信兄弟,0,0,9,1,0,0.850777444,0.316917293,53.94285714,60.50225564,3.106023739,115.379822,1.304540059
2018/3/29,2018,統一7-ELEVEn獅,中信兄弟,1,0,9,1,0,0.850777444,0.316917293,53.94285714,60.50225564,3.106023739,115.379822,1.304540059
2018/3/30,2018,統一7-ELEVEn獅,富邦悍將,1,0,9,1,0,0.850777444,0.316917293,53.94285714,60.50225564,3.106023739,115.379822,1.304540059
2018/3/31,2018,統一7-ELEVEn獅,富邦悍將,0,0,9,1,0,0.850777444,0.316917293,53.94285714,60.50225564,3.106023739,115.379822,1.304540059
2018/4/1,2018,統一7-ELEVEn獅,富邦悍將,1,0,9,1,0,0.850777444,0.316917293,53.94285714,60.50225564,3.106023739,115.379822,1.304540059
2018/4/3,2018,統一7-ELEVEn獅,Lamigo,0,0,9,1,0,0.850777444,0.316917293,53.94285714,60.50225564,3.106023739,115.379822,1.304540059
2018/4/5,2018,統一7-ELEVEn獅,Lamigo,0,0,9,1,0,0.850777444,0.316917293,53.94285714,60.50225564,3.106023739,115.379822,1.304540059
2018/4/6,2018,統一7-ELEVEn獅,中信兄弟,0,1,9,1,0,0.850777444,0.316917293,53.94285714,60.50225564,3.106023739,115.379822,1.304540059
